source_input,Array/List(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.9003322259136214,0.0033326901167809093,0.9019933554817277,0.8903654485049833,0.9053156146179402,0.8998158202298979,0.9008486315973449
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.4781898656898657,0.10608885591062198,0.4444444444444444,0.25,0.75,0.4617512271569556,0.4946285042227758
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.41357038429406845,0.16690297542920127,0.5,0.0,0.75,0.3877085003139141,0.4394322682742228
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.04555084745762707,0.025658053848283843,0.0338983050847457,0.0169491525423728,0.1694915254237288,0.041575090823723626,0.04952660409153051
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.03760593220338977,0.02811000277228636,0.0338983050847457,0.0,0.1694915254237288,0.03325024214748023,0.041961622259299315
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.8534949788583509,0.27538438330203774,0.9418604651162792,0.0,0.9460887949260042,0.8108237265778622,0.8961662311388396
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.8237645348837208,0.3123331317024922,0.9408033826638478,0.0,0.9439746300211416,0.7753680147229731,0.8721610550444685
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.0751201923076923,0.20067427640491453,0.0,0.0,1.0,0.04402539102665223,0.10621499358873238
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.028199404761904755,0.06767651009269013,0.0,0.0,0.25,0.017712820878675338,0.03868598864513417
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.0048076923076923,0.01078407988638545,0.0,0.0,0.0384615384615384,0.003136681817093095,0.006478702798291505
