source_input,Tag/Adjacency(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.9005917774086379,0.0025717032857668657,0.9003322259136213,0.8920265780730897,0.9053156146179402,0.900193287856029,0.9009902669612468
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.37341803846738053,0.20669043209938162,0.43650793650793646,0.0,0.6666666666666666,0.3413910242034578,0.40544505273130327
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.3554446010860485,0.22630498789556616,0.4,0.0,0.75,0.3203782799133141,0.39051092225878287
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.04766949152542369,0.0359263047936758,0.0338983050847457,0.0,0.1186440677966101,0.04210265292341308,0.053236330127434305
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.03495762711864402,0.032354098395744595,0.0338983050847457,0.0,0.135593220338983,0.02994430763262814,0.039970946604659906
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.9067124735729386,0.04501635005527291,0.9281183932346723,0.7494714587737844,0.9482029598308668,0.8997371178649552,0.913687829280922
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.9335689746300211,0.017644831920975497,0.9413319238900635,0.8551797040169133,0.9482029598308668,0.9308348795977659,0.9363030696622763
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.2127572918206951,0.1238272818311813,0.1739130434782608,0.0566037735849056,0.6363636363636364,0.19357005571504332,0.2319445279263469
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.32180555765849195,0.14501496273280975,0.2857142857142857,0.0851063829787234,0.6666666666666666,0.29933525638352637,0.3442758589334575
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.14723557692307687,0.13257045994329816,0.0769230769230769,0.0384615384615384,0.5769230769230769,0.12669357133310688,0.16777758251304686
